Date,max_temp,min_temp,avg_temp,departure,HDD,CDD,precipitation,new snow,snow depth
01/01/2018,61,48,54.5,2.9,10,0,0,,
02/01/2018,61,52,56.5,4.8,8,0,0,,
03/01/2018,58,53,55.5,3.8,9,0,0.09,,
04/01/2018,63,53,58,6.3,7,0,0.06,,
05/01/2018,61,52,56.5,4.8,8,0,0.26,,
06/01/2018,59,50,54.5,2.8,10,0,0,,
07/01/2018,52,48,50,-1.7,15,0,0,,
08/01/2018,58,51,54.5,2.7,10,0,3.15,,
09/01/2018,59,51,55,3.2,10,0,0.32,,
10/01/2018,56,50,53,1.2,12,0,0.04,,
11/01/2018,60,52,56,4.1,9,0,0,,
12/01/2018,59,50,54.5,2.6,10,0,0,,
13/01/2018,63,47,55,3,10,0,0,,
14/01/2018,58,49,53.5,1.5,11,0,0,,
15/01/2018,62,49,55.5,3.5,9,0,0,,
16/01/2018,60,54,57,4.9,8,0,0.02,,
17/01/2018,59,53,56,3.8,9,0,0,,
18/01/2018,56,50,53,0.8,12,0,0.43,,
19/01/2018,57,48,52.5,0.2,12,0,0.02,,
20/01/2018,57,43,50,-2.3,15,0,0,,
21/01/2018,57,45,51,-1.4,14,0,0.02,,
22/01/2018,58,50,54,1.5,11,0,0.3,,
23/01/2018,58,46,52,-0.5,13,0,0,,
24/01/2018,58,48,53,0.4,12,0,0.42,,
25/01/2018,58,46,52,-0.7,13,0,0.08,,
26/01/2018,56,45,50.5,-2.2,14,0,0,,
27/01/2018,60,45,52.5,-0.3,12,0,0,,
28/01/2018,66,47,56.5,3.6,8,0,0,,
29/01/2018,63,52,57.5,4.5,7,0,0,,
30/01/2018,65,50,57.5,4.5,7,0,0,,
31/01/2018,67,50,58.5,5.4,6,0,0,,
01/02/2018,73,51,62,9.7,3,0,0,0,0
02/02/2018,73,51,62,9.6,3,0,0,0,0
03/02/2018,76,50,63,10.5,2,0,0,0,0
04/02/2018,75,51,63,10.5,2,0,0,0,0
05/02/2018,72,53,62.5,9.9,2,0,0,0,0
06/02/2018,75,52,63.5,10.8,1,0,0,0,0
07/02/2018,72,51,61.5,8.7,3,0,0,0,0
08/02/2018,74,51,62.5,9.6,2,0,0,0,0
09/02/2018,74,51,62.5,9.5,2,0,0,0,0
10/02/2018,65,53,59,5.9,6,0,0,0,0
11/02/2018,63,44,53.5,0.3,11,0,0,0,0
12/02/2018,59,47,53,-0.2,12,0,0,0,0
13/02/2018,63,49,56,2.7,9,0,0,0,0
14/02/2018,60,45,52.5,-0.9,12,0,0,0,0
15/02/2018,64,44,54,0.5,11,0,0,0,0
16/02/2018,65,42,53.5,-0.1,11,0,0,0,0
17/02/2018,67,45,56,2.3,9,0,0,0,0
18/02/2018,58,45,51.5,-2.3,13,0,0.02,M,0
19/02/2018,53,43,48,-5.9,17,0,0,0,0
20/02/2018,53,36,44.5,-9.4,20,0,0,0,0
21/02/2018,56,42,49,-5,16,0,0,0,0
22/02/2018,55,45,50,-4.1,15,0,0.02,0,0
23/02/2018,54,39,46.5,-7.7,18,0,0,0,0
24/02/2018,57,39,48,-6.3,17,0,0,0,0
25/02/2018,59,40,49.5,-4.8,15,0,0,0,0
26/02/2018,54,45,49.5,-4.9,15,0,0.19,M,0
27/02/2018,58,44,51,-3.5,14,0,0,0,0
28/02/2018,56,41,48.5,-6.1,16,0,0.16,M,0
01/03/2018,59,48,53.5,-1.1,11,0,1.04,M,0
02/03/2018,56,45,50.5,-4.2,14,0,0.18,M,0
03/03/2018,53,42,47.5,-7.3,17,0,0.05,0,0
04/03/2018,55,40,47.5,-7.3,17,0,0,0,0
05/03/2018,61,41,51,-3.9,14,0,0,0,0
06/03/2018,65,45,55,0,10,0,0,0,0
07/03/2018,70,52,61,6,4,0,0.01,0,0
08/03/2018,65,50,57.5,2.4,7,0,0.01,0,0
09/03/2018,65,49,57,1.9,8,0,0,0,0
10/03/2018,57,49,53,-2.2,12,0,0,0,0
11/03/2018,67,46,56.5,1.3,8,0,0,0,0
12/03/2018,70,50,60,4.7,5,0,0.11,0,0
13/03/2018,62,51,56.5,1.1,8,0,0.26,0,0
14/03/2018,59,49,54,-1.4,11,0,0.08,M,0
15/03/2018,59,44,51.5,-4,13,0,0.14,M,0
16/03/2018,56,47,51.5,-4,13,0,0.15,M,0
17/03/2018,56,46,51,-4.6,14,0,T,M,0
18/03/2018,56,41,48.5,-7.1,16,0,0,0,0
19/03/2018,62,44,53,-2.7,12,0,0,0,0
20/03/2018,58,53,55.5,-0.2,9,0,0.42,0,0
21/03/2018,65,55,60,4.2,5,0,0.13,0,0
22/03/2018,61,49,55,-0.8,10,0,0.55,0,0
23/03/2018,59,46,52.5,-3.4,12,0,0,0,0
24/03/2018,57,48,52.5,-3.4,12,0,0.13,0,0
25/03/2018,57,45,51,-5,14,0,0.06,0,0
26/03/2018,62,45,53.5,-2.5,11,0,0,0,0
27/03/2018,72,49,60.5,4.4,4,0,0,0,0
28/03/2018,77,51,64,7.9,1,0,0,0,0
29/03/2018,81,52,66.5,10.3,0,2,0,0,0
30/03/2018,79,55,67,10.8,0,2,0,0,0
31/03/2018,64,51,57.5,1.2,7,0,0,0,0
01/04/2018,67,50,58.5,2.1,6,0,0,0,0
02/04/2018,63,51,57,0.6,8,0,0,0,0
03/04/2018,65,48,56.5,0,8,0,0,0,0
04/04/2018,63,52,57.5,1,7,0,0,0,0
05/04/2018,63,52,57.5,0.9,7,0,0.11,0,0
06/04/2018,64,57,60.5,3.8,4,0,1.11,0,0
07/04/2018,64,53,58.5,1.8,6,0,0.64,0,0
08/04/2018,64,52,58,1.2,7,0,0,0,0
09/04/2018,75,50,62.5,5.6,2,0,0,0,0
10/04/2018,65,53,59,2.1,6,0,T,0,0
11/04/2018,65,51,58,1,7,0,0.22,0,0
12/04/2018,63,48,55.5,-1.6,9,0,0,0,0
13/04/2018,66,46,56,-1.1,9,0,0,0,0
14/04/2018,71,51,61,3.8,4,0,0,0,0
15/04/2018,64,50,57,-0.3,8,0,0.05,0,0
16/04/2018,57,48,52.5,-4.8,12,0,0.11,M,0
17/04/2018,63,45,54,-3.4,11,0,0,0,0
18/04/2018,60,51,55.5,-2,9,0,0,0,0
19/04/2018,63,48,55.5,-2.1,9,0,0,0,0
20/04/2018,67,49,58,0.3,7,0,0,0,0
21/04/2018,75,50,62.5,4.8,2,0,0,0,0
22/04/2018,76,49,62.5,4.7,2,0,0,0,0
23/04/2018,74,52,63,5.1,2,0,0,0,0
24/04/2018,66,53,59.5,1.5,5,0,0,0,0
25/04/2018,65,51,58,-0.1,7,0,0,0,0
26/04/2018,63,52,57.5,-0.6,7,0,0,0,0
27/04/2018,67,54,60.5,2.3,4,0,0,0,0
28/04/2018,66,55,60.5,2.2,4,0,T,0,0
29/04/2018,64,54,59,0.6,6,0,T,0,0
30/04/2018,63,52,57.5,-1,7,0,0,0,0
01/05/2018,67,50,58.5,-0.1,6,0,0,0,0
02/05/2018,67,52,59.5,0.8,5,0,0,0,0
03/05/2018,66,52,59,0.2,6,0,0,0,0
04/05/2018,69,52,60.5,1.7,4,0,0,0,0
05/05/2018,61,53,57,-1.9,8,0,0,0,0
06/05/2018,65,53,59,0,6,0,0,0,0
07/05/2018,71,54,62.5,3.4,2,0,0,0,0
08/05/2018,70,54,62,2.8,3,0,0,0,0
09/05/2018,67,56,61.5,2.2,3,0,0,0,0
10/05/2018,66,52,59,-0.4,6,0,0,0,0
11/05/2018,75,51,63,3.5,2,0,0,0,0
12/05/2018,76,57,66.5,6.9,0,2,0,0,0
13/05/2018,67,55,61,1.3,4,0,0,0,0
14/05/2018,65,54,59.5,-0.3,5,0,0,0,0
15/05/2018,67,56,61.5,1.6,3,0,0,0,0
16/05/2018,68,54,61,1.1,4,0,0,0,0
17/05/2018,65,55,60,0,5,0,0,0,0
18/05/2018,64,55,59.5,-0.6,5,0,T,0,0
19/05/2018,63,55,59,-1.2,6,0,0,0,0
20/05/2018,62,54,58,-2.3,7,0,0,0,0
21/05/2018,67,52,59.5,-0.9,5,0,0,0,0
22/05/2018,61,54,57.5,-3,7,0,0,0,0
23/05/2018,63,55,59,-1.6,6,0,0,0,0
24/05/2018,64,55,59.5,-1.2,5,0,T,0,0
25/05/2018,65,55,60,-0.8,5,0,0.01,0,0
26/05/2018,66,55,60.5,-0.4,4,0,T,0,0
27/05/2018,74,53,63.5,2.5,1,0,0,0,0
28/05/2018,84,56,70,8.9,0,5,0,0,0
29/05/2018,71,56,63.5,2.3,1,0,0,0,0
30/05/2018,62,54,58,-3.2,7,0,0,0,0
31/05/2018,64,53,58.5,-2.8,6,0,0,0,0
01/06/2018,75,51,63,1.6,2,0,0,0,0
02/06/2018,85,55,70,8.5,0,5,0,0,0
03/06/2018,75,56,65.5,3.9,0,1,0,0,0
04/06/2018,67,56,61.5,-0.2,3,0,0,0,0
05/06/2018,65,54,59.5,-2.3,5,0,0,0,0
06/06/2018,65,54,59.5,-2.4,5,0,0,0,0
07/06/2018,66,55,60.5,-1.5,4,0,0,0,0
08/06/2018,70,52,61,-1,4,0,0,0,0
09/06/2018,67,55,61,-1.1,4,0,0,0,0
10/06/2018,68,53,60.5,-1.7,4,0,0,0,0
11/06/2018,71,56,63.5,1.2,1,0,0,0,0
12/06/2018,76,57,66.5,4.1,0,2,0,0,0
13/06/2018,76,56,66,3.6,0,1,0,0,0
14/06/2018,77,57,67,4.5,0,2,0,0,0
15/06/2018,66,56,61,-1.6,4,0,0,0,0
16/06/2018,71,56,63.5,0.9,1,0,0,0,0
17/06/2018,72,57,64.5,1.8,0,0,0,0,0
18/06/2018,71,56,63.5,0.7,1,0,0,0,0
19/06/2018,67,56,61.5,-1.4,3,0,0,0,0
20/06/2018,65,55,60,-2.9,5,0,0,0,0
21/06/2018,69,54,61.5,-1.5,3,0,0,0,0
22/06/2018,M,M,M,M,M,M,0,0,0
23/06/2018,M,M,M,M,M,M,0,0,0
24/06/2018,M,M,M,M,M,M,0,0,0
25/06/2018,M,M,M,M,M,M,0,0,0
26/06/2018,M,M,M,M,M,M,0,0,0
27/06/2018,M,M,M,M,M,M,0,0,0
28/06/2018,M,M,M,M,M,M,0,0,0
29/06/2018,M,M,M,M,M,M,0,0,0
30/06/2018,M,M,M,M,M,M,0,0,0
01/07/2018,M,M,M,M,M,M,0,0,0
02/07/2018,M,M,M,M,M,M,0,0,0
03/07/2018,M,M,M,M,M,M,0,0,0
04/07/2018,M,M,M,M,M,M,0,0,0
05/07/2018,M,M,M,M,M,M,0,0,0
06/07/2018,M,M,M,M,M,M,0,0,0
07/07/2018,M,M,M,M,M,M,0,0,0
08/07/2018,M,M,M,M,M,M,0,0,0
09/07/2018,M,M,M,M,M,M,0,0,0
10/07/2018,M,M,M,M,M,M,0,0,0
11/07/2018,M,M,M,M,M,M,0,0,0
12/07/2018,75,57,66,2.1,0,1,0,0,0
13/07/2018,71,58,64.5,0.6,0,0,T,0,0
14/07/2018,71,55,63,-0.9,2,0,0,0,0
15/07/2018,69,55,62,-1.9,3,0,0,0,0
16/07/2018,69,55,62,-2,3,0,0,0,0
17/07/2018,67,55,61,-3,4,0,0,0,0
18/07/2018,71,55,63,-1,2,0,0,0,0
19/07/2018,72,55,63.5,-0.5,1,0,0,0,0
20/07/2018,83,56,69.5,5.4,0,5,0,0,0
21/07/2018,75,59,67,2.9,0,2,0,0,0
22/07/2018,72,58,65,0.9,0,0,0,0,0
23/07/2018,70,55,62.5,-1.6,2,0,0,0,0
24/07/2018,67,55,61,-3.2,4,0,0,0,0
25/07/2018,70,55,62.5,-1.7,2,0,0,0,0
26/07/2018,69,55,62,-2.2,3,0,0,0,0
27/07/2018,65,55,60,-4.2,5,0,0,0,0
28/07/2018,66,53,59.5,-4.8,5,0,0,0,0
29/07/2018,66,52,59,-5.3,6,0,0,0,0
30/07/2018,66,53,59.5,-4.8,5,0,0,0,0
31/07/2018,65,52,58.5,-5.9,6,0,0,0,0
01/08/2018,66,52,59,-5.4,6,0,0,0,0
02/08/2018,68,52,60,-4.4,5,0,0,0,0
03/08/2018,72,52,62,-2.5,3,0,0,0,0
04/08/2018,73,55,64,-0.5,1,0,0,0,0
05/08/2018,68,55,61.5,-3,3,0,0,0,0
06/08/2018,73,50,61.5,-3.1,3,0,0,0,0
07/08/2018,64,52,58,-6.6,7,0,0,0,0
08/08/2018,70,53,61.5,-3.1,3,0,0,0,0
09/08/2018,79,52,65.5,0.8,0,1,0,0,0
10/08/2018,71,52,61.5,-3.2,3,0,0,0,0
11/08/2018,74,58,66,1.3,0,1,0,0,0
12/08/2018,72,58,65,0.2,0,0,0,0,0
13/08/2018,67,55,61,-3.8,4,0,0,0,0
14/08/2018,66,55,60.5,-4.3,4,0,0,0,0
15/08/2018,71,59,65,0.1,0,0,0,0,0
16/08/2018,71,58,64.5,-0.4,0,0,0,0,0
17/08/2018,71,55,63,-1.9,2,0,0,0,0
18/08/2018,71,52,61.5,-3.5,3,0,0,0,0
19/08/2018,68,52,60,-5,5,0,0,0,0
20/08/2018,72,55,63.5,-1.6,1,0,0,0,0
21/08/2018,67,55,61,-4.1,4,0,0,0,0
22/08/2018,72,61,66.5,1.4,0,2,0,0,0
23/08/2018,70,61,65.5,0.3,0,1,0,0,0
24/08/2018,71,56,63.5,-1.7,1,0,0,0,0
25/08/2018,71,55,63,-2.2,2,0,0,0,0
26/08/2018,72,55,63.5,-1.7,1,0,0,0,0
27/08/2018,71,56,63.5,-1.8,1,0,0,0,0
28/08/2018,68,58,63,-2.3,2,0,0,0,0
29/08/2018,74,58,66,0.7,0,1,0,0,0
30/08/2018,71,58,64.5,-0.9,0,0,0,0,0
31/08/2018,71,56,63.5,-1.9,1,0,0,0,0
01/09/2018,68,55,61.5,-3.9,3,0,0,0,0
02/09/2018,69,53,61,-4.4,4,0,0,0,0
03/09/2018,70,55,62.5,-2.9,2,0,0,0,0
04/09/2018,70,56,63,-2.5,2,0,0,0,0
05/09/2018,71,55,63,-2.5,2,0,0,0,0
06/09/2018,64,55,59.5,-6,5,0,0,0,0
07/09/2018,72,53,62.5,-3,2,0,0,0,0
08/09/2018,73,55,64,-1.5,1,0,0,0,0
09/09/2018,73,52,62.5,-3,2,0,0,0,0
10/09/2018,77,53,65,-0.5,0,0,0,0,0
11/09/2018,70,55,62.5,-3,2,0,0,0,0
12/09/2018,67,55,61,-4.5,4,0,0,0,0
13/09/2018,68,55,61.5,-4,3,0,0,0,0
14/09/2018,71,55,63,-2.5,2,0,0,0,0
15/09/2018,65,55,60,-5.5,5,0,0,0,0
16/09/2018,70,55,62.5,-3,2,0,0,0,0
17/09/2018,66,56,61,-4.4,4,0,0,0,0
18/09/2018,67,54,60.5,-4.9,4,0,0,0,0
19/09/2018,75,51,63,-2.4,2,0,0,0,0
20/09/2018,85,53,69,3.6,0,4,0,0,0
21/09/2018,74,52,63,-2.3,2,0,0,0,0
22/09/2018,66,52,59,-6.3,6,0,0,0,0
23/09/2018,69,52,60.5,-4.8,4,0,0,0,0
24/09/2018,73,49,61,-4.2,4,0,0,0,0
25/09/2018,67,52,59.5,-5.7,5,0,0,0,0
26/09/2018,73,52,62.5,-2.6,2,0,0,0,0
27/09/2018,64,51,57.5,-7.6,7,0,0,0,0
28/09/2018,68,53,60.5,-4.5,4,0,0,0,0
29/09/2018,70,58,64,-0.9,1,0,0,0,0
30/09/2018,75,60,67.5,2.6,0,3,0,0,0
01/10/2018,73,58,65.5,0.7,0,1,0,0,0
02/10/2018,74,61,67.5,2.8,0,3,0.16,0,0
03/10/2018,74,61,67.5,2.9,0,3,0,0,0
04/10/2018,71,58,64.5,-0.1,0,0,0,0,0
05/10/2018,71,55,63,-1.5,2,0,0,0,0
06/10/2018,72,58,65,0.6,0,0,0,0,0
07/10/2018,78,58,68,3.7,0,3,0,0,0
08/10/2018,79,58,68.5,4.3,0,4,0,0,0
09/10/2018,76,55,65.5,1.5,0,1,0,0,0
10/10/2018,68,52,60,-3.9,5,0,0,0,0
11/10/2018,70,54,62,-1.8,3,0,0,0,0
12/10/2018,79,52,65.5,1.8,0,1,0,0,0
13/10/2018,78,53,65.5,2,0,1,0,0,0
14/10/2018,72,52,62,-1.4,3,0,0,0,0
15/10/2018,81,55,68,4.8,0,3,0,0,0
16/10/2018,73,51,62,-1.1,3,0,0,0,0
17/10/2018,69,49,59,-3.9,6,0,0,0,0
18/10/2018,69,49,59,-3.7,6,0,0,0,0
19/10/2018,74,49,61.5,-1.1,3,0,0,0,0
20/10/2018,67,50,58.5,-3.9,6,0,0,0,0
21/10/2018,68,49,58.5,-3.7,6,0,0,0,0
22/10/2018,64,52,58,-4,7,0,0,0,0
23/10/2018,65,49,57,-4.8,8,0,0,0,0
24/10/2018,71,50,60.5,-1.1,4,0,0,0,0
25/10/2018,72,53,62.5,1.1,2,0,0,0,0
26/10/2018,73,55,64,2.8,1,0,0,0,0
27/10/2018,70,54,62,1,3,0,0,0,0
28/10/2018,72,55,63.5,2.7,1,0,0,0,0
29/10/2018,67,52,59.5,-1.1,5,0,0,0,0
30/10/2018,68,49,58.5,-1.8,6,0,0,0,0
31/10/2018,76,50,63,2.9,2,0,0,0,0
01/11/2018,82,55,68.5,8.6,0,4,0,0,0
02/11/2018,75,51,63,3.4,2,0,0,0,0
03/11/2018,79,53,66,6.6,0,1,0,0,0
04/11/2018,65,52,58.5,-0.7,6,0,0,0,0
05/11/2018,73,50,61.5,2.6,3,0,0,0,0
06/11/2018,70,47,58.5,-0.2,6,0,0,0,0
07/11/2018,73,47,60,1.6,5,0,0,0,0
08/11/2018,68,49,58.5,0.3,6,0,0,0,0
09/11/2018,68,50,59,1.1,6,0,0,0,0
10/11/2018,62,44,53,-4.7,12,0,0,0,0
11/11/2018,67,42,54.5,-2.9,10,0,0,0,0
12/11/2018,67,44,55.5,-1.7,9,0,0,0,0
13/11/2018,61,46,53.5,-3.4,11,0,0,0,0
14/11/2018,65,44,54.5,-2.2,10,0,0,0,0
15/11/2018,62,44,53,-3.4,12,0,0,0,0
16/11/2018,62,44,53,-3.2,12,0,0,0,0
17/11/2018,61,44,52.5,-3.5,12,0,0,0,0
18/11/2018,57,44,50.5,-5.2,14,0,0,0,0
19/11/2018,62,44,53,-2.5,12,0,0,0,0
20/11/2018,61,44,52.5,-2.8,12,0,0,0,0
21/11/2018,60,55,57.5,2.5,7,0,0.76,0,0
22/11/2018,63,50,56.5,1.7,8,0,0.54,0,0
23/11/2018,62,55,58.5,3.9,6,0,0.29,0,0
24/11/2018,61,52,56.5,2.1,8,0,T,0,0
25/11/2018,62,48,55,0.8,10,0,0,0,0
26/11/2018,62,48,55,1,10,0,0,0,0
27/11/2018,60,49,54.5,0.7,10,0,0.06,M,0
28/11/2018,64,56,60,6.4,5,0,1,0,0
29/11/2018,60,55,57.5,4.1,7,0,0.42,0,0
30/11/2018,60,50,55,1.8,10,0,0,0,0
01/12/2018,59,49,54,1,11,0,0.09,0,0
02/12/2018,55,42,48.5,-4.3,16,0,0,0,0
03/12/2018,56,47,51.5,-1.2,13,0,0,0,0
04/12/2018,55,49,52,-0.5,13,0,0.08,M,0
05/12/2018,55,49,52,-0.4,13,0,0.31,M,0
06/12/2018,60,49,54.5,2.3,10,0,0.01,M,0
07/12/2018,60,44,52,-0.1,13,0,0,0,0
08/12/2018,60,44,52,0,13,0,0,0,0
09/12/2018,55,44,49.5,-2.3,15,0,0,0,0
10/12/2018,58,46,52,0.3,13,0,0.02,M,0
11/12/2018,56,44,50,-1.6,15,0,0,0,0
12/12/2018,62,47,54.5,3,10,0,0,0,0
13/12/2018,61,44,52.5,1.1,12,0,0,0,M
14/12/2018,62,47,54.5,3.2,10,0,0.01,M,0
15/12/2018,62,52,57,5.8,8,0,0,0,0
16/12/2018,61,52,56.5,5.3,8,0,0.58,0,0
17/12/2018,60,50,55,3.9,10,0,0.02,0,0
18/12/2018,59,47,53,2,12,0,0,0,0
19/12/2018,60,50,55,4,10,0,0,0,0
20/12/2018,55,47,51,0.1,14,0,0,0,0
21/12/2018,58,47,52.5,1.6,12,0,0.09,0,0
22/12/2018,56,44,50,-0.8,15,0,0,0,0
23/12/2018,56,48,52,1.2,13,0,0.02,0,0
24/12/2018,60,50,55,4.3,10,0,0.42,0,0
25/12/2018,59,47,53,2.3,12,0,0,0,0
26/12/2018,59,45,52,1.3,13,0,0,0,0
27/12/2018,59,47,53,2.3,12,0,0,0,0
28/12/2018,58,44,51,0.3,14,0,0,0,0
29/12/2018,60,41,50.5,-0.2,14,0,0,0,0
30/12/2018,59,45,52,1.3,13,0,0,0,0
31/12/2018,55,44,49.5,-1.2,15,0,0,0,0
01/01/2019,55,44,49.5,-1.2,15,0,0,0,0
02/01/2019,54,38,46,-4.7,19,0,0,0,0
03/01/2019,54,39,46.5,-4.2,18,0,0,0,0
04/01/2019,63,39,51,0.3,14,0,0,0,0
05/01/2019,58,49,53.5,2.8,11,0,0.19,0,0
06/01/2019,61,47,54,3.3,11,0,1.64,M,0
07/01/2019,66,54,60,9.2,5,0,T,0,0
08/01/2019,62,52,57,6.2,8,0,T,0,0
09/01/2019,61,55,58,7.2,7,0,0.03,0,0
10/01/2019,66,50,58,7.1,7,0,0,0,0
11/01/2019,61,50,55.5,4.6,9,0,0.16,0,0
12/01/2019,62,56,59,8,6,0,0.01,0,0
13/01/2019,59,52,55.5,4.5,9,0,0,0,0
14/01/2019,57,48,52.5,1.5,12,0,T,M,0
15/01/2019,56,48,52,0.9,13,0,0.57,M,0
16/01/2019,63,52,57.5,6.4,7,0,1.16,0,0
17/01/2019,62,57,59.5,8.3,5,0,0.03,0,0
18/01/2019,64,55,59.5,8.2,5,0,0,0,0
19/01/2019,65,57,61,9.7,4,0,0,0,0
20/01/2019,58,53,55.5,4.1,9,0,0.25,0,0
21/01/2019,58,52,55,3.5,10,0,0.03,0,0
22/01/2019,60,43,51.5,0,13,0,0,0,0
23/01/2019,60,45,52.5,0.9,12,0,0,M,0
24/01/2019,65,44,54.5,2.8,10,0,0,0,0
25/01/2019,65,44,54.5,2.8,10,0,0,0,0
26/01/2019,62,47,54.5,2.7,10,0,0,0,0
27/01/2019,68,50,59,7.1,6,0,0,0,0
28/01/2019,64,50,57,5,8,0,0,0,0
29/01/2019,60,50,55,3,10,0,0.01,0,0
30/01/2019,60,49,54.5,2.4,10,0,0.14,0,0
31/01/2019,59,52,55.5,3.3,9,0,0.35,0,0
01/02/2019,59,51,55,2.7,10,0,0.13,0,0
02/02/2019,59,49,54,1.6,11,0,0.68,0,0
03/02/2019,56,49,52.5,0,12,0,0.14,M,0
04/02/2019,53,41,47,-5.5,18,0,0.62,M,0
05/02/2019,51,41,46,-6.6,19,0,0.1,M,0
06/02/2019,56,40,48,-4.7,17,0,0,0,0
07/02/2019,54,38,46,-6.8,19,0,0,0,0
08/02/2019,53,44,48.5,-4.4,16,0,0.47,M,0
09/02/2019,55,42,48.5,-4.5,16,0,0.35,M,0
10/02/2019,51,41,46,-7.1,19,0,0.23,M,0
11/02/2019,52,41,46.5,-6.7,18,0,0.01,0,0
12/02/2019,54,41,47.5,-5.7,17,0,0.26,0,0
13/02/2019,63,47,55,1.7,10,0,1.55,M,0
14/02/2019,65,49,57,3.6,8,0,0.94,0,0
15/02/2019,53,44,48.5,-5,16,0,0.17,M,0
16/02/2019,55,44,49.5,-4.1,15,0,0.16,M,0
17/02/2019,54,43,48.5,-5.2,16,0,0.2,0,0
18/02/2019,56,38,47,-6.8,18,0,0,0,0
19/02/2019,56,38,47,-6.9,18,0,0,0,0
20/02/2019,56,47,51.5,-2.4,13,0,0,0,0
21/02/2019,57,42,49.5,-4.5,15,0,0,0,0
22/02/2019,55,41,48,-6.1,17,0,0,0,0
23/02/2019,56,38,47,-7.2,18,0,0,0,0
24/02/2019,56,46,51,-3.3,14,0,0,0,0
25/02/2019,56,50,53,-1.3,12,0,T,0,0
26/02/2019,59,52,55.5,1.1,9,0,0.61,0,0
27/02/2019,59,50,54.5,0,10,0,0.57,0,0
28/02/2019,56,47,51.5,-3.1,13,0,0,0,0
01/03/2019,55,44,49.5,-5.1,15,0,0.05,0,0
02/03/2019,57,48,52.5,-2.2,12,0,0.91,0,0
03/03/2019,58,50,54,-0.8,11,0,0.01,0,0
04/03/2019,56,49,52.5,-2.3,12,0,0.01,0,0
05/03/2019,60,49,54.5,-0.4,10,0,0.32,M,0
06/03/2019,59,50,54.5,-0.5,10,0,1.07,0,0
07/03/2019,55,47,51,-4,14,0,0.08,0,0
08/03/2019,58,45,51.5,-3.6,13,0,T,M,0
09/03/2019,56,44,50,-5.1,15,0,0.22,M,0
10/03/2019,56,46,51,-4.2,14,0,0.25,0,0
11/03/2019,64,41,52.5,-2.7,12,0,0,0,0
12/03/2019,58,47,52.5,-2.8,12,0,0,0,0
13/03/2019,61,44,52.5,-2.9,12,0,0,0,0
14/03/2019,66,43,54.5,-0.9,10,0,0,0,0
15/03/2019,67,41,54,-1.5,11,0,0,0,0
16/03/2019,69,44,56.5,1,8,0,0,0,0
17/03/2019,71,47,59,3.4,6,0,0,0,0
18/03/2019,72,50,61,5.4,4,0,0,0,0
19/03/2019,69,49,59,3.3,6,0,T,M,0
20/03/2019,62,49,55.5,-0.2,9,0,0.56,M,0
21/03/2019,61,46,53.5,-2.3,11,0,0,0,0
22/03/2019,57,47,52,-3.8,13,0,0.21,M,0
23/03/2019,60,50,55,-0.9,10,0,0.2,0,0
24/03/2019,63,44,53.5,-2.4,11,0,0,0,0
25/03/2019,63,52,57.5,1.5,7,0,0.44,0,0
26/03/2019,64,49,56.5,0.5,8,0,0.06,0,0
27/03/2019,62,54,58,1.9,7,0,0.04,0,0
28/03/2019,63,52,57.5,1.4,7,0,0.04,0,0
29/03/2019,61,47,54,-2.2,11,0,0,0,0
30/03/2019,65,47,56,-0.2,9,0,0,0,0
31/03/2019,70,49,59.5,3.2,5,0,0,0,0
01/04/2019,65,50,57.5,1.1,7,0,0.03,0,0
02/04/2019,61,53,57,0.6,8,0,0.05,0,0
03/04/2019,60,52,56,-0.5,9,0,T,0,0
04/04/2019,62,52,57,0.5,8,0,0,0,0
05/04/2019,62,55,58.5,1.9,6,0,0.07,0,0
06/04/2019,67,55,61,4.3,4,0,T,0,0
07/04/2019,68,55,61.5,4.8,3,0,0,0,0
08/04/2019,71,55,63,6.2,2,0,0.02,0,0
09/04/2019,64,52,58,1.1,7,0,0,0,0
10/04/2019,65,49,57,0.1,8,0,0,0,0
11/04/2019,59,50,54.5,-2.5,10,0,0,0,0
12/04/2019,65,49,57,-0.1,8,0,0,0,0
13/04/2019,71,49,60,2.9,5,0,0,0,0
14/04/2019,60,49,54.5,-2.7,10,0,0,0,0
15/04/2019,61,49,55,-2.3,10,0,0.03,M,0
16/04/2019,64,50,57,-0.3,8,0,T,0,0
17/04/2019,70,49,59.5,2.1,5,0,0,0,0
18/04/2019,78,50,64,6.5,1,0,0,0,0
19/04/2019,67,49,58,0.4,7,0,0,0,0
20/04/2019,60,49,54.5,-3.2,10,0,0,0,0
21/04/2019,65,47,56,-1.7,9,0,0,0,0
22/04/2019,77,48,62.5,4.7,2,0,0,0,0
23/04/2019,88,53,70.5,12.6,0,6,0,0,0
24/04/2019,80,55,67.5,9.5,0,3,0,0,0
25/04/2019,64,52,58,-0.1,7,0,0,0,0
26/04/2019,70,50,60,1.9,5,0,0,0,0
27/04/2019,67,50,58.5,0.3,6,0,0,0,0
28/04/2019,66,49,57.5,-0.8,7,0,0,0,0
29/04/2019,66,51,58.5,0.1,6,0,0,0,0
30/04/2019,65,52,58.5,0,6,0,0,0,0
01/05/2019,71,49,60,1.4,5,0,0,0,0
02/05/2019,71,49,60,1.3,5,0,0,0,0
03/05/2019,66,49,57.5,-1.3,7,0,0,0,0
04/05/2019,64,49,56.5,-2.3,8,0,0,0,0
