Date,max_temp,min_temp,avg_temp,departure,HDD,CDD,precipitation,new snow,snow depth
13/04/2022,61,45,53,-4.1,12,0,0,,
14/04/2022,61,50,55.5,-1.7,9,0,0.02,,
15/04/2022,64,47,55.5,-1.8,9,0,0,,
16/04/2022,62,47,54.5,-2.8,10,0,0.4,,
17/04/2022,59,46,52.5,-4.9,12,0,0,,
18/04/2022,68,45,56.5,-1,8,0,T,,
19/04/2022,65,52,58.5,0.9,6,0,0.09,,
20/04/2022,68,52,60,2.3,5,0,0.17,,
21/04/2022,64,54,59,1.3,6,0,0.17,,
22/04/2022,62,51,56.5,-1.3,8,0,T,,
23/04/2022,70,51,60.5,2.6,4,0,0,,
24/04/2022,67,51,59,1,6,0,0,,
25/04/2022,68,50,59,0.9,6,0,0,,
26/04/2022,62,50,56,-2.1,9,0,0,,
27/04/2022,60,50,55,-3.2,10,0,0,,
28/04/2022,60,50,55,-3.3,10,0,0,,
29/04/2022,66,47,56.5,-1.9,8,0,0,,
30/04/2022,64,51,57.5,-1,7,0,0,,
01/05/2022,67,49,58,-0.6,7,0,0,,
02/05/2022,62,51,56.5,-2.2,8,0,0,,
03/05/2022,71,48,59.5,0.7,5,0,0,,
04/05/2022,72,50,61,2.2,4,0,0,,
05/05/2022,65,51,58,-0.9,7,0,0,,
06/05/2022,70,56,63,4,2,0,0,,
07/05/2022,63,51,57,-2.1,8,0,0,,
08/05/2022,61,50,55.5,-3.7,9,0,T,,
09/05/2022,61,48,54.5,-4.8,10,0,0,,
10/05/2022,60,49,54.5,-4.9,10,0,0,,
11/05/2022,62,47,54.5,-5,10,0,0,,
12/05/2022,64,50,57,-2.6,8,0,0,,
13/05/2022,69,53,61,1.3,4,0,0,,
14/05/2022,71,52,61.5,1.7,3,0,0,,
15/05/2022,64,52,58,-1.9,7,0,0,,
16/05/2022,63,55,59,-0.9,6,0,0,,
17/05/2022,66,51,58.5,-1.5,6,0,0,,
18/05/2022,77,50,63.5,3.4,1,0,0,,
19/05/2022,68,53,60.5,0.3,4,0,0,,
20/05/2022,73,50,61.5,1.2,3,0,0,,
21/05/2022,72,50,61,0.6,4,0,0,,
22/05/2022,68,51,59.5,-1,5,0,0,,
23/05/2022,69,52,60.5,-0.1,4,0,0,,
24/05/2022,87,53,70,9.3,0,5,0,,
25/05/2022,81,57,69,8.2,0,4,0,,
26/05/2022,69,55,62,1.1,3,0,0,,
27/05/2022,70,56,63,2,2,0,0,,
28/05/2022,72,54,63,1.9,2,0,0,,
29/05/2022,67,53,60,-1.2,5,0,0,,
30/05/2022,67,50,58.5,-2.7,6,0,0,,
31/05/2022,76,50,63,1.7,2,0,0,,
01/06/2022,72,51,61.5,0.1,3,0,0,,
02/06/2022,71,52,61.5,0,3,0,0,,
03/06/2022,71,56,63.5,1.9,1,0,0,,
04/06/2022,71,57,64,2.3,1,0,0.02,,
05/06/2022,76,57,66.5,4.7,0,2,0.03,,
06/06/2022,68,55,61.5,-0.4,3,0,0,,
07/06/2022,67,54,60.5,-1.5,4,0,0,,
08/06/2022,69,55,62,0,3,0,0,,
09/06/2022,79,55,67,4.9,0,2,0,,
10/06/2022,91,60,75.5,13.3,0,11,0,,
11/06/2022,79,60,69.5,7.2,0,5,0,,
12/06/2022,73,54,63.5,1.1,1,0,0,,
13/06/2022,70,54,62,-0.4,3,0,0,,
14/06/2022,77,54,65.5,3,0,1,0,,
15/06/2022,69,54,61.5,-1.1,3,0,0,,
16/06/2022,67,54,60.5,-2.1,4,0,0,,
17/06/2022,67,56,61.5,-1.2,3,0,0,,
18/06/2022,67,55,61,-1.8,4,0,0,,
19/06/2022,78,53,65.5,2.6,0,1,0,,
20/06/2022,80,53,66.5,3.6,0,2,0,,
21/06/2022,98,61,79.5,16.5,0,15,0,,
22/06/2022,83,59,71,8,0,6,0,,
23/06/2022,74,56,65,1.9,0,0,0,,
24/06/2022,75,54,64.5,1.3,0,0,0,,
25/06/2022,69,55,62,-1.2,3,0,0,,
26/06/2022,68,54,61,-2.3,4,0,0,,
27/06/2022,69,55,62,-1.3,3,0,0,,
28/06/2022,70,54,62,-1.4,3,0,0,,
29/06/2022,67,55,61,-2.4,4,0,0,,
30/06/2022,62,55,58.5,-4.9,6,0,0,,
01/07/2022,67,55,61,-2.5,4,0,0,,
02/07/2022,64,55,59.5,-4,5,0,0,,
03/07/2022,65,56,60.5,-3.1,4,0,0,,
04/07/2022,79,58,68.5,4.9,0,4,0,,
05/07/2022,74,65,69.5,5.9,0,5,0,,
06/07/2022,73,61,67,3.3,0,2,0,,
07/07/2022,70,57,63.5,-0.2,1,0,0,,
08/07/2022,70,57,63.5,-0.2,1,0,0,,
09/07/2022,70,57,63.5,-0.3,1,0,0,,
10/07/2022,81,57,69,5.2,0,4,0,,
11/07/2022,71,58,64.5,0.7,0,0,0,,
12/07/2022,77,57,67,3.1,0,2,0,,
13/07/2022,72,58,65,1.1,0,0,0,,
14/07/2022,69,57,63,-0.9,2,0,0,,
15/07/2022,67,55,61,-2.9,4,0,0,,
16/07/2022,M,M,M,M,M,M,M,,
17/07/2022,M,M,M,M,M,M,M,,
18/07/2022,M,M,M,M,M,M,M,,
19/07/2022,M,M,M,M,M,M,M,,
20/07/2022,M,M,M,M,M,M,M,,
21/07/2022,M,M,M,M,M,M,M,,
22/07/2022,M,M,M,M,M,M,M,,
23/07/2022,M,M,M,M,M,M,M,,
24/07/2022,M,M,M,M,M,M,M,,
25/07/2022,M,M,M,M,M,M,M,,
26/07/2022,M,M,M,M,M,M,M,,
27/07/2022,M,M,M,M,M,M,M,,
28/07/2022,M,M,M,M,M,M,M,,
29/07/2022,M,M,M,M,M,M,M,,
30/07/2022,M,M,M,M,M,M,M,,
31/07/2022,M,M,M,M,M,M,M,,
